"GeneSymbol"	"C1_raw"	"C3_raw"	"C4_raw"	"C7_raw"	"C8_raw"	"A9_raw"	"A10_raw"	"A11_raw"	"A12_raw"	"A14_raw"	"A15_raw"	"A16_raw"	"A17_raw"
"LYRM2"	922	655	1129	1856	1406	1012	963	1245	1424	1454	1172	1766	800
"LOC57228"	9	7	25	13	19	12	11	20	11	8	15	18	15
"SNX14"	4301.64117	2591.838377	4784.530691	6940.130368	4813.375501	4681.132237	4281.145397	4086.933683	4832.333063	5637.987086	4483.260238	6486.48545	2394.448357
"ZNF630"	121	135	168	210	111	124	92	153	163	190.6841633	166	241.5948236	149
"SLC4A10"	9509.435797	5705.958952	11760.2824	18842.88624	13678.91515	9063.184613	9335.190199	9263.0864	8822.908488	11169.47734	9314.918303	19221.88616	5391.882327
"CSRP2BP"	887	588	1267	1907	1350	1058	1014	1178	1121	1220	1076	1720	662
"PBXIP1"	2018	2061	2602	2717	2211	1631	2225	2480	2710	2371	3868	3596	1882
"CBX8"	25	22	43	86	50	28	43	43	42	71	71	64	30
"RCN3"	94	66	123	145	78	63	69	148	96	138	108	149	72
"ZNF286A"	151.6656344	148	262.0395863	233.0325104	128.8299037	204	134	200	209.0150206	193.0170725	188	145	128
"ZNF287"	579	359	573	807	578	517	484	485	707	676	577	733	352
"SENP7"	2173.774886	1466	2157.00338	2676.813892	2048.670943	1999.019032	1912.004998	1872.015321	2516.3826	3119.004147	2353.903846	2816.773347	1312
"JPH3"	1609	2402	3674	4114	2914	1632	1657	2579	2263	2932	3443	4382	2262
"ZNF304"	458	293	475	734	492	387	328	391	496	493	438	702	304
"TTYH1"	3574.114487	4357.49494	5288.729296	8945.374656	5320.102144	3556.611737	4110.267002	3936.689504	6106.83409	7963.3741	7205.384076	5502.863472	4080.202621
"GJD2"	22	10	24	61	53	28	44	30	16	29	29	57	10
"MRS2"	870	535	897	1143	990.9624162	758.8800098	823	955.2194102	991	1108.970639	856.1383803	1346.961294	508.7577756
"RHOJ"	149	183	186	161	115	125	103	158	213	230	196	246	124
"TMEM27"	11	7	5	22	18	16	12	12	15	21	17	24	16
"CLK4"	1886.875609	1344.002681	1910.905081	2505.828433	1404.365831	1706.001388	1495.525025	1608.162119	2284.092093	2367.712495	2343.758495	2280.641707	1144.64342
"S100A14"	0	5	4	11	0	3	2	3	9	6	3	2	4
"RAB22A"	2850	1793	3160	5617.649313	3657.855661	3358	2843	3277	3418	3629	3021	5617.74084	2001
"CYP20A1"	600	394	631	727.3570079	534	432.004129	469.4245265	720	808.4307716	800.0005492	778.6577116	805.0016863	468
"SPC25"	28	41	19	37	7	4	22	13	40	34	56	35	13
"ABHD6"	769	463	1551	1576	882	991	645	1395	1084	1106	970	1388	787
"NMRAL1"	320	228	519	863.2094465	575	407.9875776	236	402	445	652	496	799.1340321	305
"LRTM1"	85	69	90	89	92	69	45	76	81	64	41	106	65
"MIF4GD"	142	86	214	241	179	142	161	154	229	237	206	226	174
"SCYL1"	1823	1403.804551	3141.959312	3658.558773	2726.978315	1798.961206	1478.016188	2474	2145.792269	2386.935948	2349	3872.779799	1491
"AS3MT"	266.0058055	262	553	530	339	403	306	196	408	445	240	551	209
"RHBDD2"	1811	1440	2431.961111	3995	2635	1707	1603	1803	1733	2406.986559	2325	3422	1314
"C3orf14"	623	383	881	1431	826	707	733	676	652	832	620	1198	379
"WDR18"	252.9615385	156	319	374.9289674	301.3796037	120.0769391	150	221	229.9961575	268	282.8912169	330	200
"SLC24A3"	364	196	387	823	402	231	332	406	315	242	261	441	199
"NDRG3"	4237	2601	6924	9640	5675	5164	4568	5582	4278	5468	3994	8486	2694
"NDRG2"	11646.5254	10925.05201	16761.99766	16265.76583	12579.33482	10698.11894	8678.890267	12878.15648	15772.71021	17225.16317	15406.58504	12814.50202	9671.93723
"BIRC6"	14802.54941	9452.069528	17840.60215	21401.78366	14300.4281	14019.53182	11609.86257	14087.57886	18370.3757	18671.00624	15709.20792	20341.57213	9528.115768
"PLEKHG5"	1324	2276	2655	2177	2208	955	1109	1743	1711	1735	2005	3334	2115
"ODZ2"	2249.820894	1777	2634.608115	4325.061518	3001.452957	1902.514983	2085.281822	1826.353681	1965.605263	2721.493779	2194.905081	3454.923926	1350
"GALNTL1"	1193	1094	2216	2042	1546	1128	1025	1871	1624	2055	1411	2829	1074
"DSCAML1"	1162	910	1766	1691	1124	963	818	1758	1646	1477	1602	1498	1239
"REXO1"	841	967	1141	1287	992	483	594	896	1104	1148	1353	1255	887
"KIAA1143"	107	67	93	217	135	119	99	84	143	139	134	181	86
"TMCC3"	948	404	1100	928	598	930	546	1135	1293	1052	1031	700	718
"GATAD2B"	2323	1640	2813	3686	2755	2263	2108	2496	2984	2964	2774	3491	1798
"PPM1H"	2188	1504	3328	5096	2715	2637	2144	2614	2198	2864	2083	4171	1392
"ISY1"	629	493.0200424	707	911.0096348	667	477.0658854	616.0047255	480.0761796	690	987.0167885	626	927	450
"KIAA1161"	591	540	748	999	586	477	389	823	776	627	833	755	692
"AMIGO1"	490	386	745	1190	824	612	551	624	556	761	615	1160	359
"FAM40B"	689	530	882	1570	886	727	559	744	901	967	740	1285	513
"TBC1D24"	1223.985816	1136.164267	1488.034916	1925	1312.950661	926.8550303	910	1094.981132	1249	1711.932915	2016.217918	2934.065264	1000
"SFRS15"	824.9334326	708	1130.961636	951	723	689	615	986.0242077	1074	1166	826	1074	632
"HHATL"	1458	976	2273	1832	929	1767	864	1313	989	1816	1982.018558	1501	1389
"SLC12A5"	8180	6380	12880	18485	12848	8042	7399	9825	8392	10781	9558	17093	6249
"PNMAL2"	1940	1998	3242	4967	3144	1764	1756	2427	2350	3328	3711	4692	1964
"LRRC47"	970	728	1481	2180	1386	1121	1031	1238	1151	1418	1261	2047	719
"ERMN"	8214	3192	8783	10217	5420	10089	6542	10150	12527.67113	11952	10515	7310	5949
"CNOT6"	1201	850	1265.966102	1777	1064	1209	1107	1322	1599	1415.941176	1276.845789	2034.77066	893
"ZNF512B"	622	825	1029	1414	1176	543	649	794	1182	1180	1146	1576	781
"ZNF490"	736	646	995	1077	708	680	621	861	934	1006	919	1301	609
"PLEKHH1"	9844	5605	10555	10799	6238	9429	7622	11087	16373	14628	14567	9388	7160
"GRAMD1B"	2305	2078.959081	3478.988613	4474.954586	3094.865607	2293.126327	2024.960475	2902.209928	2412	2880.929678	2516.918709	4414.311887	1767.960508
"SHROOM4"	1446	636	1582	1212	790	1215	1013	1618	2107	1541	1812	1259	1094
"USP31"	3633	2276	5995	5113	3516	3530	2555	6640	3980	3970	3192	5891	3439
"PRR12"	687	960	1291	1014	1038	581	602	993	1173	1418	1449	1329	877
"PLEKHG1"	1069	821	990	1302	942	658	668	888	1016	1120	1166	1183	767
"RP13-347D8.3"	0	0	4	4	0	3	3	3	2	2	8	0	0
"KIAA1211"	609	406	703	823	796	546	508.9520112	646	652.0143621	735	656	1018	446
"RNF150"	587	602	875	1488	736	634	573	712	907	647	684	1262	497
"NLN"	758	637	935	1314	969	818	665	817	935	1269	714	1285	503
"FAM62B"	3932	3183	4634	7217	4142	3795	4065	3935	4834	5833	4913	7123	2762
"ODF2L"	1409.078113	1446.95122	1649.027004	2136.029992	1793.938709	1401.008067	1510.789474	1255	1877.090944	2328.028448	2046	2269.382932	1158
"AHRR"	161	143	225	305	165	141	145	153	236	192	206.5530243	235	124
"ARID1B"	2692	2008	3601	3979	2395	2346	1985	3113	2883	3279	3031	4202	2230
"HEG1"	1173	940	1294	1420.000939	1067.004118	1080	843	1701	2113	1772	1327	1399	1088
"FAM80B"	1515	1073	1250	1713	1267	974	945	1159	1610	1620	1359	1629	970
"MKL2"	8764	5506	9113	12493	10004	6759	6506	7487	8268	9614	7976	13522	5659
"LRFN2"	387	348	673	739	535	338	296	436	427	549	529	758	380
"KIDINS220"	10902	6588	14273	19212	10860	11116	10630	11686	11921	12537	11836	17884	7470
"KIAA1257"	96	112	125	165	143	60	106	94	83	118	172	200	75
"NLGN4X"	1033	667	1243	2197	1419	1013	967	1192	1044	1213	1118	1879	710
"MTA3"	2746.582567	2281.756663	4046.299966	4431.28851	3220.285158	2524.682549	2511.985052	3120.027463	3162.758138	3451.902956	2987.067703	4451.960967	1911
"AARS2"	646	729	1105	1415	761	678	645	764	867	950	970	1449	628
"VISA"	491.0032909	401	755	603	399	347	341.0084455	595	644	638	633.0080011	769	477
"ZNF608"	1326	771	1461	1820	1022	1236.042666	963	1157	1629	1512	1529	1393	1007
"INTS2"	1185	899	1569	1907	1062	1175	1172	1250	1517	1722	1370	1946	1008
"MTUS1"	5698.959206	2283.647958	4408.582883	3980.504123	2987.524159	4184.201219	3299.494688	6619.179323	5224.816561	4691.765142	4909.95137	4769.082718	3721.138703
"XPO5"	1340	1070	1896	2531.979798	1607	1375	1274.034458	1722	1882.936873	1927	1489.666486	2441.097406	1114
"COG6"	1818.059833	1279	2471	3450	2097.877739	1808.910548	1945.160184	1696.700474	2159.93486	2711.053667	2146	2826.827577	1085
"GPR158"	2553	1313	3133	6631	3141	2815	2319	2280	2390	3027	2317	5089	1416
"CASKIN2"	511	548	817	819	538	476	438	664	832	843	1031	900	624
"CDGAP"	1147	859	1236	1129	1096	660	825	1183	1406	1082	1399	1553	1062
"SERINC1"	22914	13440	27250	42499	26054	24414	23508	22550	26607	28531	26425	37848	13926
"HECW2"	3231	2522	4579	5560.069194	3740.13339	3291.941705	2692.948718	3343	3992	4084.099433	3544	5084.027402	2103
"KIAA1303"	1641.79581	1553.691437	2478	2707	2076.591322	1375.932168	1328	1973	2059	2627.143098	2457	2847.885948	1662
"SRGAP1"	515	436.0544767	776	628	408	512	436	683	760	623	608	815	464
"KIAA1305"	173	208	341	359	187	186	190	265	316	289	315	487	291
"CASKIN1"	2057	2781	4019	4300	3125	1648	1848	2824	2759	3661	4283	4185	2978
"PCDH19"	1011	837	1175	2439	1964	1116	1361	1124	1311	1298	1302	1977	766
"KCTD16"	1736	1455	2304	3539	2563	1991	1844	2183	1910	2230	1740	3417	1311
"RGAG1"	32	20	38	46	29	23	21	26	32	31	28	41	22
"CGN"	139	196	287	214	98	164	103	232	221	233	195	189	182
"HACE1"	3092	2189	3338	5233	3057	3114	2865	2751	3184	3302	2841	4591	2138
"NUFIP2"	4358	2752	4756	6579	4443	4481	3916	5315	5290	5964	4506	7319	3211
"TBC1D14"	2181.777844	1693.076766	3255.908929	4245.298593	2397.504776	2166.660311	1989.745746	2500.272264	2892.299962	2866.010459	2828.808841	4315.65904	2226.908704
"MIB1"	4786	3365	5834	9409	5493	5374	4198	5691	6427	6241	5672	9199	4158
"KIAA1324"	968.0625841	740	1454.842452	1877.605338	1079.529597	987.0131649	851.839371	831	1079.120401	1203	1007.57741	1702.106319	684
"KIAA1328"	392	346	586	476.4639555	399.4539162	430	389.0090735	369	571	518	517	574	277
"SORCS2"	1204	1249	1564	1966	1307	1078	1333	1402	1803	2172	1943	1613	1300
"ALPK3"	132	162	212	283	170	111	143	191	192	190	158	281	140
"WDR35"	930.9093852	710.7164458	1086	1704.932054	1096.008346	1162	982.9597019	1016	1449.948658	1398	1273.896663	1585	699
"PTCHD2"	447	322	601	552	435	222	210	407	453	510	391	473	389
"ZNF398"	946	706	1235	1471	1048	815	833	969	1068	1183	921	1450	625
"KLHDC5"	2107	1177	2277	4370	2750	2436	2108	2349	2445	2819	2351	4190	1330
"TXNDC16"	1635	1039	2140	2882	1841	1917	1531	1300	2170	2494	2000	2848	1135
"CC2D2A"	1037	987	1242	1323	949	892	890	1126	1299	1464.783945	1322	1513	911
"PDP2"	399	296	641	708	396	405	331	599	448	486	429	726	316
"ZNF624"	291	157	342	440	273	342	256	306	356	417	291	346	210
"IGSF9"	8	2	11	5	8	6	5	1	18	11	17	3	2
"TAOK1"	6899	4173	8572	9843	7195	6661	5596	7174	8170	8791	6634	9564	4473
"AADACL1"	2028	1456	2751.012489	4191.012676	3106	1944	1752.066281	2789	2230.962877	2506.394985	2216	4077	1518
"MICAL3"	3388.109212	2748.060236	4838.248628	4038	2596.881538	2991	2422.087697	3777.986301	3413	3852.243663	3483	4327.102276	2812.255584
"LRRC7"	5916.000168	4501.000539	6621.150412	9460.413651	6267.137532	5065.000287	4525.3548	4733.156428	7487.327031	6805.119753	5974.052096	8593.36239	4245.155765
"NLGN2"	1319.075923	1548.968862	2186	2366.744918	1938	1221	1175.821814	1977.762751	1966.94945	2599.938888	1790	2700.821352	1452
"SEMA6A"	2802	1438	3161.140861	2659	2101	2514	2021	3158.998025	3441.044313	3624.992509	2861	2742	1933
"USP35"	429	372	778	754	570	362	396	526	567	678	609	836	477
"STAMBPL1"	1126.077563	882	1777.273129	2397	1435	1398	1065	1345	1355	1658	1257	2307.028905	853
"IFT80"	2646	1673	3658	5068.582715	2929.711259	3640	2593	4545	4028.739288	4172.737655	2897	4456	2313
"ARRDC3"	1635	966	1513	1881	1465	1663	1640	1480	1900.002184	2100	2181	1914	927
"KIAA1377"	1465	1256	2033	2477	2140	1327	1487	2107	1858.042397	1811	1542	2576	1282
"KLHL8"	841	542	1188	1951	1049	1017	798.8333333	1002	997	1009	840	1686	667
"KLHL14"	57	40	40	189	81	69	48	52	31	41	50	150	35
"ZNF319"	132	148	210	239	159	137	131	219	229	253	224	310	163
"SIPA1L2"	2175	1512	2912	4346	2434	1899	1976	2391	2397	2955	2439	4077	1689
"ARHGAP20"	900	671	1271	2519	1168	1018	995	1086	1175	1047	1039	1855	641
"TRMT5"	422	376	508	785	493	437	480	498	649	640	542	949	341
"KIAA1394"	1666	1093	1916	3514	1400	2410	1762	2010	3348	4142	4050	1872	1817
"DOCK6"	295	450	606	454	331	245	287	592.1904045	537	654	528	757	484
"ZNF471"	683	545	907	1124	567	691	682	840	1061	1125	977	1228	615
"4-Mar"	180	175	212	433	218	150	170	154	189	204	225	293	145
"PCDH10"	2451	1681	3566	5324	3340	2548	2085	2905	3737	3736	3376	4823	2355
"KIF17"	358	256	453	768	530	322	390	381	375	464	609	763	288
"KIAA1407"	390	341	344	502	380	338	364	249	530	558	490	479.182642	302
"KIAA1409"	4725	4042	5787	7785	4821	3627	3987	4488	5119	5432	4844	7201	3078
"FAM135A"	2672.336978	1749.341966	3022.174314	4327.438199	2911.088969	2847.249447	2571.162047	2480.107593	3613.104955	3706.061621	3273.511049	4712.402912	1918
"PREX1"	6857.912868	3563.925469	10096.93092	8408.906153	5593.902836	6329.960102	4080.865037	8519.195518	9024.959961	9223	9367.983647	7735.965139	7105.936786
"KCNT1"	2125	2587	4572	3287	2800.575884	1444	1556	2708	3093	2921	2718	4295.670994	2723
"TMEM181"	2620	1525	3071	4750	2896	2543	2070	2780	2818	3006	2735	4249	1795
"ARHGAP21"	12851.97032	8589	17303.05909	14377	10604.96701	11282.90192	9078	12888.90269	15839.85296	13232.16251	11599	15065	10211
"CRAMP1L"	822.0459415	895.0091738	1302.053707	1396	1059.733233	785.0232975	660	1082	1254	1190.620173	1098.099384	1568	872
"SYT13"	3728	2024	4377	8359	5963	3678	3697	3862	2979	3938	3377	7101	2019
"KIAA1430"	998	654	1205	1570	1286	1319	1149	963	1454	1760	1307	1698	775
"KIAA1432"	1062	802	1345	1597	1270	1154	824	1222	1459	1427	1186	1822	804
"WDFY1"	1282	864	1751	2386	1636	1409	1254	1379	1580	1777	1618	2585	996
"MKL1"	789	787	1215.208838	1339.774945	991.5716439	594.0030146	598.3362089	771.4648779	877.9803351	1045.695314	1117.984317	1423.923386	742
"ZNF687"	560	418	692	850	721	499	507	583	656	737	801	892	536
"EBF4"	225	223	482	363	283	256.8784154	232	332	426	412	335.8534221	427	327
"HOMEZ"	333	259	407	415	244	311	261	400	471	519	381	426	224
"PDZD4"	3600	4270	6228	8741	6300	2950	3129	4370	4442	5783	7036	8205	4707
"BEGAIN"	396	410	549	686	590	251	256	435	408	403	573	721	337
"BAHCC1"	676	791	1430	977	763	520	472	829	1041	1095	1268	1298	861
"WDR48"	2644.1889	1859.10106	3759.392071	4487.363039	2547.026875	2734.286494	2511.924281	3004.154866	3181.294124	3112.933643	2705.972785	4333.866714	1691
"FNIP2"	3233	1582	3595.038758	3870	3168	2521.986301	2357	3460	3752.972093	3092.109762	2734	4419	1839
"USP36"	977	941	1168	1187	966	824	789	1051	1490	1373	1256	1430	924
"C8orf79"	889	674	1253	1985	853	978	815	981	1118	1078	1002	1908	663
"PITPNM2"	1095.000089	1395	2127	2020.00004	1598.000053	920	1128	1573.00016	1738.045455	2028	1801.000164	2422.00228	1675.002725
"SLAIN2"	1018	816	1216	1560	1180	997	782	1018	1334	1461	1212	1451	874
"KIAA1462"	1098	1079	1542	2820	1362	1353	1069	1467	1367	1419	1504	2960	987
"DIP2B"	9041	4084.890061	10925	9726	6850.853988	8547.126065	5781	10537	12817	11050.94898	9011	10510.75534	5697
"RANBP10"	390	475.0524591	492	442.5039878	339	297	258	454	526	544	502	630	363
"ISLR2"	276	252	274	517	381	137	177	336	480	236	368	565	299
"KIAA1467"	2938	1758	3999	6483	4594	3363	2766	3427	3377	3448	2585	6199	1701
"KIAA1468"	3342	2239	3956	5809.945545	4185.959732	3619	3303.948148	3647.886792	3941	4403	3559.905983	5261	2244
"ZNF492"	6	10	5	20	4	0	9	4	5	8	5	5	7
"TSHZ3"	540	395	572	907	729	450	374	440	553	668	551	894	428
"VPS18"	611	454	1000	1269	806	574	575	718	677	822	803	1274.160771	495
"SHROOM3"	699	669	940	1298	769	573	617.0123999	665	776	810	852	1218	601
"STIM2"	754	503	800	1194	681	690	717	769	860	764	763	1109	449
"ZBTB2"	187	166	255	279	265	190	147	267	298	266	218	284	173
"LRFN1"	148	169	300	229	198	119	138	205	215	238	250	236	180
"ZFAT"	576	471	901	844	599	436	409	545	609	511	683	854	428
"KIAA1486"	301	274	381	506	335	228	256	333	438	349	357	469	290
"KLHL1"	67	56	140	98	46	37	33	97	100	95	94	114	57
"DPP10"	3391.929884	2166	4935.203042	7952.964332	5373.959808	4311.987056	3295.918454	3472.983814	4644.243325	5186.963877	3860.957334	6800.379301	2531
"SH3RF1"	1064	742	1061	1772	1194	1160	950	1101	1148	1312	1188	1457	694
"LRCH2"	945.8680036	634	978.3365133	1354	839	764	748	917	1053	1118	919	1341	660
"LRRN1"	18	24	52	29	28	13	16	25	31	18	22	37	20
"EP400"	3000	2909	4113	3925.172925	2930.000714	2485.000486	2436.111111	3383	4060	4020.000373	3844.000109	4531.001042	2805
"CCDC146"	472.8461538	396	812	629	491	685.0100332	444	586	672.7333333	669.6438299	536	832	528
"COL20A1"	160	244	273	467	250	124	161	164	366	380	434	391	245
"ZSWIM5"	432	334	594	678	481	342	302	496	523	538	489	591	345
"MYH7B"	570	624	946	875	499	567	468	659	850	1123	1034	895	608
"POGK"	882	517.5692116	1331.007266	1622.265092	933	798.0469756	656	1268.419284	1042.525424	1015	895.348078	1383	670
"USP28"	1285.759693	904	1805.177973	1549.979942	881.9555556	1051.063705	951.1541018	1359	1334	1199.062099	1281.811701	1776.719866	879.9204149
"DHX37"	448	402	582	635	535	357	320	563	677	674	654	750	380
"KIAA1522"	520	695	1036	779	710	471	404	682	593	883	951	1084	729
"PHF12"	930	788	1335.815227	1195	1001.926735	795.7660002	790	1008.047726	1276	1370.959749	1079	1310	718.8654755
"KIAA1524"	462	341	412.0021272	595.0073086	527	437.0016217	500.5	264	607	699	690.2654699	616.0014604	259
"KIAA1529"	1150	1467	1807	1633	1139	969.814419	1005	1252	1655	1660	1942	1838.00701	1218
"KIAA1530"	262	537	671	546	453.6333109	601	302	372	608	669	607	640	475
"GRAMD1A"	592.9000687	570	1026.574803	912.9938991	842	647	633	826	978.9846059	1051.135814	849.8038393	1197	710
"HCN3"	140	158	264	242	179	152	131	172	145	259	187	297	170
"CALCOCO1"	3051.486208	2565.366153	5665.223051	4823.487108	3357.33663	2836.9598	2704.298893	4013.589961	3456.533295	3242.967728	3431.783299	5704.074328	2828
"ZBTB4"	2633	2442	4191	4616	2937	2503	2377	3166	3021	3782	3855	5005	2335
"PHRF1"	791	905	1541	1296	911	674	761	1146	1447	1351	1436	1635	876
"KIAA1543"	433	545	922	811	635	377	387	589	542	707	715	927.7919302	428
"PLEKHA4"	24	11	37	27	36	23	39	44.59778461	64	65	48	74	37
"RDH14"	229	138	285	447	335	246	192	269	293	287	262	381	134
"EPB41L5"	3023.957958	2602	4127	5375	2903.943158	3188.871488	2474.032582	2594	3291.914299	4155.981283	3569.738607	4943.811845	2401.919129
"KIAA1549"	1329	1306	1753	2637	1416	1110	1020	1631	1545	1465	1428	2549	1205
"KIAA1553"	69	59	61	113	94	62	78	66	94	121	83	84	45
"RNF213"	3415	2994	4528	4012	3288	3384	2616	4242	4672	4526	4409	5075	3572
"ZFP14"	755	551	926	1265	594	812	728	822	963	903	935	1334	596
"GPAM"	1408	1326	1576	2136	1409	1342	1131	1763	1764	1725	1836	1626	1530
"ALS2"	2937	2238	4941.000788	5018	3033	2958.547693	2637	3874.983871	3352.032461	3701	2932	5314.872181	2132
"CHD8"	4255	2992	5732	7030	4888	4253	3957	4671	5434.074044	5844	4844	7263	2945
"ZDBF2"	2540	1734	2701	5225	3311	2578	2578	2507	2649	3406	3379	5433	1578
"ZBTB26"	10	16	18	29	18	22	14	15	18	24	19	18	3
"CACHD1"	985.0479708	1049.925926	1275.921053	1404	1041.917808	703.0052503	836	1164	1487.011454	1816.972603	1382	2198	1112
"KIAA1576"	1107	696	1868	2545	1361	1452	930	1442	1526	1617	1356	1409	784
"LRRC4C"	1038.700459	827.0039046	1301.598618	2139.962349	1358.80234	1119.595506	956.4798695	1267.401382	1282.496751	1327	1177	1842.263586	857.1449407
"TNRC6C"	2150	1842	2933.005542	2613.012252	1873.767407	1646	1619	2217	2816.020322	2945	2553	3024.872294	1866
"KIAA1586"	751	455	718	1207	907	827.8383838	793	705	901	930	754.5549932	1283.29313	452
"MAGEE1"	1014	752	1321	1673	1342	868	933	1086	1011	1397	1290	1665	717
"ZNF317"	467	309	704	785.6374418	511.0345006	468	384.8	532	631	671	543	834.7519371	385
"USP37"	1585	1034.005992	1747	2140.921548	1313.877295	1580.869565	1397.830479	1719	2038.649223	2179.019673	1673.525597	2274.884859	1176
"DDX55"	508	513	721	850	614	501	512	455	678	744	717.0003644	657	469
"FANCM"	444	331	488.5271787	724.0060586	560	563	495	420	766	800.8918919	714.4385448	760	296
"KIAA1598"	10896.98767	5714	10291	11802.96903	6852	9174.981525	6933.930277	11042	15126.87554	13223.97065	11455.96675	10176.79841	6941
"CPNE5"	2564.075196	1547.56927	1989	3167.041402	2313.408211	1380	1311	1264.377197	1609.749261	2491.746256	2259.757571	3282.853537	1350
"FAM160B1"	1473	926	1709	2648	1739	1546	1401	1638	1718	2049	1603	2945	1185
"KIAA1602"	225	253	506	443	344	218	178	438	477	421	452	461	305
"KIAA1604"	956	706	1178	1627	1083	1048	868	941	1346	1388	1161	1479	615
"GBA2"	1989.964602	1614	4011	4346.96732	2718	2301	1915.033124	2928	2502	2773	2128	4158.009085	1957
"WDFY4"	6	2	5	8	5	0	3	9	4	3	10	7	6
"DENND1A"	2000.595038	2145.896798	3157.856832	3074.923251	1994.854035	1719.882663	1744.071989	2206.127548	2488.981982	2700.765577	2663.461389	2930.279183	1764
"KIAA1609"	350	285	387	588	377	237	324	325	407	477	362	656	243
"MIER1"	1480.095014	868.9450422	1505.135127	2534	1668.747437	1685.097146	1327	1698	1956	1981	1714	2485	1211
"SLC7A14"	3348	1221	3187	5620	3638	2988	2596	2528	3114	3724	3000	5050	1756
"KIAA1614"	252	248	433	415	253	237	230	278	370	348	441	391	318
"ZNF529"	801	512	762	1493	982	872	859	781	1100	1139	1219	1434	596
"SFMBT2"	923	795	1288	1436	946	995	682	1343	1245	1200	1447	1439	898
"KIAA1618"	2018	1853.000636	2875	2647.000343	2141	2382.000132	1686.00013	2602	2755.114412	2863.000109	2719.000336	3282.026916	2094.00032
"SEMA4G"	219	234	388	433	316	220	262	300	356	356	316	463	201
"PRX"	110	124	117	100	111	68	98	160	265	146	181	169	149
"PCDHB16"	157	132	155	229	181	139	158	167	276	240	211	308	150
"KIAA1622"	1538	1107	2068	2626	2736	1718	1406	1544	1587	2038	1610	2516	971
"ANO8"	671	802	1276	1222	886	514	626	878	1263	1461	1109	1341	1012
"GPR107"	2367	1832	2741	3486	2680	2416	2202	2617	3175	3379	2790	3558	1696
"KIAA1627"	813	504	1087	1016	663.0044196	785	672.9298246	789	940	998	828.0665903	1025	491
"NOPE"	324	420	382	477	349	342	294	388	711	792	555	548	367
"KIAA1632"	3425	2388	4233	5589	3290	3223	3000	3581	3919	4381	4125	5926	2517
"NCOA5"	499	397	770	803	535.4264312	430	494	790.702814	653	649	675	984	484
"WDR19"	2453.002111	1586	3170.001429	3019.243606	2036.701057	2166.003009	1945.261355	2313.004445	2946.1831	3348.17193	2349.944353	3541.163319	1703.006472
"ANKRD36B"	4060	3518	5157.068552	4528.53991	3051	2914	3324	2865.982456	4199	4697.087991	4138.814258	3904.926702	2602.743564
"SPTBN4"	2862	3501	5275	5136	4095	2383	2301	4102	3735	4035	3976	5797	3203
"ZFYVE28"	469	611	1027	1139.404903	919	558.7624096	466	785.6206174	897.0092805	1147	893	1438	648
"GBA3"	6	0	1	2	0	2	12	0	4	1	1	1	0
"SCUBE2"	98	120	137	169	126	103	106	129	277	155	140	207	126
